Patient_ID	01CO001	01CO005	01CO006	01CO008	01CO013	01CO014	01CO015	01CO019	01CO022	05CO002	05CO003	05CO004	05CO005	05CO006	05CO007	05CO011	05CO014	05CO015	05CO020	05CO026	05CO028	05CO029	05CO032	05CO033	05CO034	05CO035	05CO037	05CO039	05CO041	05CO044	05CO045	05CO047	05CO048	05CO049	05CO050	05CO053	05CO054	05CO055	06CO001	06CO002	09CO005	09CO006	09CO008	09CO011	09CO013	09CO014	09CO015	09CO018	09CO019	09CO022	11CO005	11CO007	11CO008	11CO010	11CO018	11CO019	11CO020	11CO021	11CO022	11CO027	11CO030	11CO031	11CO032	11CO033	11CO036	11CO037	11CO039	11CO042	11CO043	11CO044	11CO045	11CO047	11CO048	11CO051	11CO052	11CO053	11CO054	11CO057	11CO058	11CO059	11CO060	11CO061	11CO062	11CO070	11CO072	11CO077	11CO079	13CO001	14CO001	14CO002	14CO003	14CO005	15CO001	15CO002	16CO002	16CO003	16CO006	16CO011	16CO012	20CO001	20CO003	20CO004	20CO006	20CO007	21CO006	21CO007	22CO004	22CO006	24CO005	27CO004	01CO001.N	01CO005.N	01CO006.N	01CO008.N	01CO013.N	01CO014.N	01CO015.N	01CO019.N	01CO022.N	05CO002.N	05CO003.N	05CO006.N	05CO007.N	05CO011.N	05CO015.N	05CO020.N	05CO026.N	05CO028.N	05CO029.N	05CO032.N	05CO033.N	05CO034.N	05CO035.N	05CO037.N	05CO039.N	05CO041.N	05CO044.N	05CO045.N	05CO047.N	05CO048.N	05CO049.N	05CO050.N	05CO053.N	05CO054.N	06CO001.N	06CO002.N	09CO005.N	09CO006.N	09CO008.N	09CO011.N	09CO013.N	09CO014.N	09CO015.N	09CO018.N	09CO019.N	09CO022.N	11CO005.N	11CO007.N	11CO008.N	11CO010.N	11CO018.N	11CO019.N	11CO020.N	11CO021.N	11CO022.N	11CO027.N	11CO030.N	11CO031.N	11CO032.N	11CO033.N	11CO036.N	11CO037.N	11CO039.N	11CO042.N	11CO043.N	11CO044.N	11CO045.N	11CO047.N	11CO048.N	11CO051.N	11CO052.N	11CO053.N	11CO054.N	11CO057.N	11CO058.N	11CO060.N	11CO061.N	11CO062.N	11CO070.N	11CO072.N	11CO077.N	11CO079.N	14CO002.N	14CO005.N	15CO001.N	15CO002.N	16CO002.N	16CO003.N	16CO006.N	16CO011.N	20CO001.N	20CO003.N	20CO004.N	20CO006.N	20CO007.N	21CO006.N	21CO007.N	22CO004.N	22CO006.N	27CO004.N
KMT2A	9.4574	10.0471	10.9151	10.7228	11.421	8.1649	8.3837	10.3509	9.8688	11.3658	11.0715		8.8704	10.0674	9.8361	10.4959	10.9936	10.4959	11.5023	10.4929	7.9425	8.0112	7.7748	8.5038	9.8439	10.9241	10.642999999999999	10.2252	10.4481	11.0681	8.3837	10.623	9.6653	10.7912	10.1059	8.4179	10.2095	8.9218	9.9929	10.097999999999999	10.7347	8.4998	10.0728	11.0098	10.7773	10.9218	9.6036	8.1241	8.6147	9.5469	10.3729	8.1948	7.5622	10.4939	11.3723	11.0855	10.6856	11.8182	10.7177	7.7211	10.2935	8.097999999999999	10.2946	10.5878	9.7211	10.3197	8.3794	10.9285	11.1183	11.5459	11.2348	11.3021	11.3993	11.0808	10.0238	10.6184	10.4818	11.2685	10.3859	9.1085	10.2992	7.5236	10.014	10.1573	10.8971	10.2538	11.3869			8.3707	11.6407	7.8765	10.6248	10.6952	9.5999	9.8642	10.5038	10.6175	8.1033	10.5177	8.6439	10.6909		9.6348	9.0196	10.0808	9.2668	10.207	9.137	10.7838																																																																																																				
KMT5A	9.5603	8.7715	9.1849	10.1228	9.6865	9.9322	9.4305	9.8517	10.0458	9.2923	9.7125		9.69	9.9672	9.5906	9.6384	9.8564	9.2738	9.7764	10.0279	9.5831	9.3554	10.0674	9.8811	9.6202	9.3129	9.9844	9.6257	10.29	10.3815	9.3729	10.2046	9.6129	9.3309	10.2912	9.7731	10.0539	9.2946	9.585	9.8106	9.4959	9.4325	9.7632	9.6582	9.8025	9.5038	9.5392	9.4979	9.8842	9.5603	9.6129	10.2192	10.1408	9.2969	10.7838	9.4676	9.8057	9.5157	9.5603	9.8392	9.3219	9.3794	10.0566	9.6221	10.0403	9.5736	9.6724	9.6493	9.8765	9.8281	9.8009	9.3509	9.5774	9.9527	9.6202	9.4635	9.2527	9.4939	9.6257	9.8154	9.4284	9.8978	10.3859	9.6724	9.5736	8.9773	9.4305			9.6917	9.8734	9.7177	10.8074	9.3332	9.3129	9.1972	10.0861	9.4778	10.1774	9.3837	9.4656	9.7682		9.9293	9.7381	9.796	9.6917	9.1674	9.2432	9.5392																																																																																																				
KPNA1	10.7415	10.6018	10.8857	11.1105	10.6733	10.6564	10.7211	10.8065	11.0369	10.9915	10.6926		10.7432	10.7482	10.812999999999999	10.7773	10.9687	10.6193	11.1898	11.1904	10.9174	10.8361	10.7415	10.8834	10.7432	10.69	10.4949	10.9204	10.7074	10.7465	10.3465	10.8803	10.4959	10.5216	10.9535	10.8903	10.444	10.3163	10.7022	10.4979	10.5859	10.8202	10.7515	10.7649	10.9773	10.6502	10.7566	10.9844	10.6348	10.5362	10.5507	10.6266	11.0375	10.5915	10.6294	10.8978	10.8595	10.978	10.7657	10.6411	10.6944	10.825	10.8595	10.84	11.0928	10.6847	10.5157	10.4284	10.5603	11.232999999999999	10.7142	10.4502	10.5584	10.6618	10.7142	10.5906	10.6961	10.6883	10.8918	10.6528	10.5353	10.6092	10.3826	10.8057	10.8471	10.7465	10.9607			10.8925	10.69	10.5469	10.6129	10.642999999999999	10.5177	10.6724	10.9801	10.6644	10.7381	11.0478	10.7985	10.8439		10.4808	10.6036	10.6393	10.5622	10.7756	10.7065	10.8918																																																																																																				
KPNA2	11.8041	11.4686	11.3674	11.1649	11.8053	11.7415	12.4732	11.4247	12.3864	10.445	11.6564		12.4497	11.7773	11.7899	11.2222	12.3485	12.0792	11.8404	12.5028	12.5179	12.0147	11.7948	11.7985	11.3247	10.8009	11.3767	11.5906	12.4704	11.9226	12.3348	11.7198	11.9148	11.463	12.4911	12.3451	11.7499	11.239	11.5522	11.5575	11.2485	12.2201	11.8037	11.1649	11.7875	10.8345	11.8427	11.8045	11.3231	12.0715	10.1072	11.9819	10.8742	10.8218	11.1523	11.4848	11.6073	10.7944	11.4666	11.8138	10.7549	11.9947	10.6644	11.821	12.4244	11.1978	11.4414	11.1293	11.3918	11.6165	11.3259	12.1026	10.6978	11.8297	12.3066	11.4909	11.4778	11.1706	11.4168	10.96	11.5362	12.179	11.5751	12.1755	11.3783	10.9607	10.9887			13.3039	11.8372	11.6055	12.0265	11.4757	10.9658	11.2703	11.9436	10.93	11.7842	11.7275	11.5727	12.1762		11.8872	11.4727	11.5048	11.3032	11.8345	11.9841	11.8349																																																																																																				
KRAS	11.2318	9.611	11.2101	11.7669	10.3049	10.703	10.3061	10.2586	10.7134	10.4979	10.5078		9.9248	10.2538	10.3805	10.7944	10.809000000000001	10.4818	10.9278	10.5803	10.421	10.4656	9.6777	11.3799	10.6339	10.2633	10.1059	10.3309	10.4543	10.7607	9.9687	10.2276	10.4949	10.5038	9.8376	10.2877	10.5774	10.1636	10.2969	10.9166	10.6402	10.9278	10.4357	10.0403	10.2981	10.5981	10.1749	10.4584	10.4041	10.4788	10.6165	10.8455	10.8313	9.9144	10.332	10.3869	11.5915	11.1183	10.375	10.3772	10.2691	10.6275	10.5353	10.8887	10.7624	9.9643	10.9307	9.7764	9.6952	10.1085	10.3987	10.6786	10.5028	10.9866	10.5718	9.9322	10.0861	10.7194	10.7723	10.9076	10.1984	10.69	11.1408	10.5915	10.5622	10.5546	11.0721			10.668	10.151	10.314	10.6384	9.6935	9.7599	10.2456	10.3531	10.2796	10.8106	10.9374	10.0375	10.4357		10.4727	10.9549	10.4179	10.8033	10.3531	9.6653	11.0231																																																																																																				
KRR1	10.1874	9.5236	10.2058	10.9196	9.8424	10.8819	10.7805	10.2831	11.0512	9.9144	10.3038		10.9256	10.3106	9.9787	10.1911	10.633	12.2128	10.0485	11.1542	11.3597	10.3565	11.6887	11.3281	10.7723	10.043	10.2935	10.4949	11.6821	11.0546	10.890999999999998	10.6073	10.7134	10.0512	11.168	11.1351	10.3848	10.4367	10.0553	10.568	10.5392	10.8588	10.7211	10.3174	10.1984	10.2479	10.5603	11.3359	10.8757	10.5167	10.2252	11.6847	11.4179	9.9758	9.8329	10.3772	10.610999999999999	10.3365	10.6393	11.3723	9.9039	11.4351	10.2562	10.6202	10.5382	10.402999999999999	11.1338	10.0251	9.9307	10.2491	10.1824	10.0307	9.6795	10.9307	11.2088	10.3977	10.29	10.4336	11.0721	11.0423	10.6618	11.8918	10.6083	10.7013	10.402999999999999	10.3531	9.9174			10.9801	9.8074	10.8138	10.3554	10.1421	10.374	10.2597	11.2095	9.8122	11.2101	10.3674	10.7985	10.5774		10.7624	10.933	10.4336	10.5546	10.5206	10.8178	10.6662																																																																																																				
KSR1	6.0444	7.1599	7.1497	7.4179	6.4919	6.5392	6.7549	6.8074	6.4757	8.2384	7.2288		5.9069	6.9658	6.0	7.6073	7.4919	6.3399	7.983	8.3531	5.4919	6.7415	4.0	6.6147	7.4998	8.8857	7.0661	6.0875	7.1497	7.1085	6.4263	7.7074	6.5392	7.6653	6.5236	6.2288	6.5078	6.6724	7.7616	7.4094	8.1189	6.5078	7.4179	7.098	7.7279	7.7211	7.2854	5.9773	6.2854	6.7944	7.9366	5.7279	5.7279	7.5546	7.3487	7.3399	7.7879	7.4179	7.3576	5.858	6.9542	5.3923	6.7279	7.2854	6.0661	6.6865	5.3576	7.1085	7.96	7.3487	8.1799	7.6724	7.9944	7.2946	6.9658	7.1799	7.7814	7.0661	7.5699	7.6724	5.4919	4.9542	7.3219	6.2668	7.0661	7.7279	7.5236			6.4263	7.5546	7.2288	7.375	7.1293	7.5699	6.8704	8.8009	7.1799	5.7279	7.0875	6.5078	5.858		6.4094	7.5078	7.2479	6.9189	7.6221	5.0444	6.858																																																																																																				
L3MBTL2	7.9069	9.207	8.9915	8.1344	9.6511	9.1849	8.3309	8.9159	8.5584	8.8392	8.9513		7.0444	9.0741	9.7398	9.4346	9.3685	8.5038	9.5925	9.2021	7.0334	7.9715	6.8329	8.3794	9.5333	9.2621	8.8265	8.9542	9.4594	9.2969	7.8329	8.1085	8.2621	8.8796	9.3465	8.6294	8.7649	8.5584	8.9069	8.6865	9.0901	8.1344	8.5392	8.6184	9.2432	9.0	8.5925	8.0168	8.2432	8.6475	8.8887	8.3707	7.3576	9.0954	8.9915	9.3685	8.9278	9.0795	9.2503	8.4553	8.9687	7.3923	8.1396	8.8234	9.3376	8.5584	8.6294	9.2336	8.9687	8.9629	9.5018	9.3197	8.9425	9.5333	8.7879	8.4798	9.0224	8.9337	8.7814	9.1293	9.0196	6.8074	9.1241	8.9944	8.7279	8.5196	8.3129			8.1649	9.7364	8.7781	9.5774	8.9715	8.9425	8.4838	8.6036	8.5661	7.9248	8.1033	9.2503	8.6724		8.5736	8.388	9.4094	8.4676	8.7415	7.6147	7.9484																																																																																																				
LAMP2	12.0255	12.0984	11.9352	12.1586	11.4676	11.5551	12.475	12.6057	11.4727	12.1411	11.9333		11.585	12.2597	11.5425	11.9318	11.6389	11.7703	11.8796	12.2476	11.9192	13.0199	11.3712	12.3953	12.5651	12.970999999999998	11.6856	11.5073	12.0647	11.5118	12.6348	11.5459	11.8029	11.735999999999999	11.2917	11.2732	11.716	12.8122	12.1238	12.8903	12.1529	12.2506	12.007	12.5336	11.9578	12.5423	12.642999999999999	11.7232	12.7563	12.2161	11.3049	11.7147	12.2204	11.6733	11.6184	12.5457	11.5498	11.9432	12.8667	11.5445	12.970999999999998	11.6715	11.7198	11.8903	11.4853	12.0478	11.4512	11.9784	12.272	11.7599	12.1124	12.0192	11.7936	11.380999999999998	12.4984	11.895999999999999	12.4011	12.919	11.6106	12.1046	12.6461	11.7288	11.3859	12.0258	12.1491	12.5634	12.2485			12.767999999999999	11.3581	12.7145	11.7591	11.7099	11.232999999999999	12.7566	11.9636	12.4173	11.9947	12.2633	12.0593	12.0771		12.3287	12.8148	12.4896	13.2027	12.2297	11.9633	11.762																																																																																																				
LAPTM4A	13.1755	12.4589	12.7471	12.2972	11.8914	12.8988	13.2119	12.3953	12.4242	12.5897	12.1267		13.5072	12.795	12.642999999999999	12.2615	11.5665	12.7009	12.118	12.5174	13.4895	13.2311	13.7285	13.3306	13.2873	12.5887	12.6316	12.5922	12.1833	12.0647	13.2513	12.1437	12.7807	12.1341	12.4234	13.3125	12.4916	13.4234	12.8826	13.2798	12.2755	13.593	12.1043	12.4448	12.6253	12.6656	12.6375	13.2617	13.0163	12.6795	11.7879	12.6488	13.4712	12.4359	12.1189	12.4714	12.0745	12.370999999999999	12.4307	12.4735	12.8311	13.1543	12.8916	12.8613	12.4986	12.6303	12.9578	12.5372	12.1805	12.0515	11.9947	11.9473	12.2297	11.9972	12.8865	12.5978	12.6909	12.5788	12.8126	13.0911	12.5425	13.7293	12.3075	12.8496	12.4359	12.9385	12.4729			13.2923	12.0539	12.4346	12.2	12.3824	12.6493	12.9696	11.9222	12.6055	13.4661	13.0002	13.2628	12.3554		12.5338	12.8238	12.8424	12.8876	13.1469	14.1673	12.5744																																																																																																				
LAPTM5	11.5459	10.1267	12.4473	10.5255	11.6751	11.137	11.6874	10.5362	10.8009	12.4656	12.6131		10.8704	12.5498	12.437000000000001	10.3923	10.821	12.4338	11.6475	11.1911	11.7997	11.807	12.1762	13.2415	11.8142	11.7423	12.8406	11.3498	12.1257	10.4778	12.1608	9.8297	12.0081	12.0049	10.9189	11.2479	10.9614	12.4126	11.232999999999999	12.4242	11.3343	11.5551	11.9748	11.4051	11.2192	12.3674	11.4574	11.7283	10.9844	11.3982	11.88	11.5555	11.9968	11.8094	12.9812	12.5524	11.911	12.5073	11.5864	10.703	12.1951	11.7727	11.352	12.8821	12.5861	11.3559	10.7797	10.8455	11.1092	12.5236	11.9737	11.3907	12.6587	12.4468	13.3455	11.5348	11.8126	11.9629	11.9043	12.8611	11.9114	11.9908	11.9058	13.1243	12.3542	12.0941	10.8478			11.1447	12.0471	12.0725	10.7665	12.1079	11.3619	12.5859	12.1771	12.2955	12.0519	12.6766	13.5978	10.2562		11.5073	12.2615	11.3636	11.2986	12.981	13.0468	12.0728																																																																																																				
LAT	5.9542	5.2095	8.1799	4.9542	6.7142	6.0875	6.7279	5.7004	5.4594	7.1997	6.8074		6.0224	7.0553	7.6865	7.5469	6.8826	7.0224	6.8202	6.3399	6.4263	6.7142	6.1293	6.9069	9.1344	6.2479	6.8202	6.1085	8.0715	8.1447	7.1293	6.2479	6.2288	7.1599	6.9887	6.1898	7.2761	7.1085	6.1085	6.7814	6.1898	6.5078	6.1293	6.9773	6.9887	7.2479	6.2095	6.7682	6.0661	7.3219	7.3837	6.8948	9.8455	7.3837	7.1599	6.6582	6.7279	6.9425	6.8074	6.2668	7.2095	7.1396	6.9658	7.0112	7.8517	7.4009	6.375	7.4838	6.8455	7.7142	7.6147	6.5236	7.6147	7.2479	7.4676	6.5999	7.1293	6.5392	6.4263	7.4009	7.4263	7.6147	6.9658	7.7211	7.4919	7.098	7.3038			5.3219	7.0334	6.9658	6.5078	7.7415	7.1085	7.2574	6.7004	7.2288	6.8329	7.1799	8.1548	5.9307		6.8074	6.375	6.2854	6.9307	7.6795	7.7682	7.1497																																																																																																				
LATS1	9.4594	9.4838	9.8811	10.1176	10.1898	8.8826	9.1599	9.388	9.3354	10.207	10.1137		8.3354	9.7482	9.8765	10.0196	10.0553	9.5294	9.7846	9.5925	8.5314	8.6402	8.0498	8.982999999999999	9.796	9.9293	10.0042	9.8564	9.3129	10.1007	8.2527	9.4959	9.1447	9.4094	8.8887	8.7649	9.1241	9.1189	9.4009	10.0485	9.9586	9.1749	9.6239	9.375	9.3619	9.7313	8.9069	8.817	8.9887	9.4737	9.3685	8.9278	8.1997	9.568	10.2095	9.6257	9.3923	10.0993	9.8313	8.1548	9.4179	8.7549	9.1674	9.4858	9.4574	9.3815	8.8549	9.4717	9.2503	9.9039	9.6917	9.8408	10.0634	9.6812	9.1267	9.1111	9.8948	10.2456	9.2877	9.633	9.5255	7.3487	9.6564	9.5469	9.9069	9.7398	9.4635			8.7912	9.982999999999999	8.4998	10.2668	9.4737	9.2288	9.0417	9.6366	9.5118	8.4635	9.8281	8.9801	9.8734		9.0224	9.5333	9.3837	9.375	9.3332	8.5774	9.5018																																																																																																				
LATS2	8.3487	8.1344	8.1189	7.8329	8.0821	7.9307	7.6653	7.4838	7.5999	9.9129	8.4051		7.8329	8.3174	9.4635	9.6055	8.1447	8.5999	8.8202	8.1799	6.9189	7.7211	7.6795	9.5098	8.5661	9.2046	8.4009	8.8673	8.7004	9.0307	8.0661	7.098	8.7381	8.1948	6.6439	7.6073	7.4179	8.5157	8.7616	9.2831	8.4009	7.858	8.0875	8.2095	7.3576	8.697000000000001	8.0928	7.9715	8.0715	8.1137	8.6935	8.0056	8.857999999999999	8.3619	8.9715	9.2288	8.2854	9.4009	7.8265	7.4838	7.858	8.1599	8.0928	8.6147	7.5469	8.1396	7.3129	8.3966	7.3837	8.7108	9.2644	8.5078	9.1948	8.2715	7.9366	7.6073	8.0224	8.9542	8.3487	8.7912	7.6221	7.5469	8.8297	8.5157	8.5275	9.3772	8.3576			7.2574	8.6439	8.5078	8.2384	7.7748	7.9542	8.5622	8.0875	8.8106	7.4429	9.4179	8.7482	8.0		7.6366	9.545	8.4094	7.0875	9.0875	8.8202	8.5157																																																																																																				
LCK	8.0056	6.2854	9.2923	6.2668	8.2527	7.2479	7.3309	6.3576	6.6147	7.7211	8.0661		7.3309	12.0821	8.2046	6.0875	7.9887	8.2668	9.9986	8.3531	7.7415	8.0715	7.7549	9.0444	7.375	6.9773	8.5275	7.9248	10.9866	9.6917	8.1447	7.3038	9.3815	8.3707	8.9248	7.3576	8.5157	7.7142	7.2095	7.4676	9.3443	7.3129	7.2192	7.9307	7.9773	8.2992	7.5469	7.8765	6.8948	8.5736	8.4136	9.2854	7.7879	8.2668	9.1163	8.0661	8.097999999999999	7.5392	7.8455	6.6724	6.9189	8.1799	7.8009	7.6582	9.0848	7.7142	7.3487	7.2946	6.4094	8.7448	7.8948	7.4179	8.4263	8.5661	9.0112	7.6511	7.983	8.6653	8.4676	8.3174	8.0112	8.4635	9.8857	9.568	7.9129	7.4094	7.2384			6.7142	8.5661	7.96	12.1526	8.4136	7.5236	8.1599	7.9715	8.2527	8.3576	7.8642	9.3707	8.8673		7.8329	7.5078	7.9009	7.6366	9.3421	9.097999999999999	7.7074																																																																																																				
LCMT2	8.2527	8.2621	7.6439	6.0224	7.1699	8.0661	8.1948	7.4179	7.4263	7.6294	8.1447		8.3129	8.1548	7.5546	8.2432	7.8392	6.9773	8.1799	7.1189	8.2479	7.4512	8.7781	7.8202	7.9484	6.8202	8.0661	7.9773	8.0498	7.5699	8.2854	7.9944	6.0661	8.097999999999999	5.0875	8.3354	7.7482	7.1293	8.0168	7.8009	8.375	7.9887	7.7482	7.5999	7.6294	7.4346	7.4263	8.4094	7.2668	8.0279	7.4094	6.8704	7.6724	7.7616	7.2288	7.5999	7.2095	7.6724	7.9009	8.6402	6.5236	6.0444	6.8826	7.7415	8.3837	8.097999999999999	8.7582	6.5546	7.8265	7.9009	7.6865	8.0768	7.3487	8.1137	7.5469	8.0444	7.9944	7.8765	7.4346	7.4009	8.1396	7.7549	7.9542	7.7616	7.4179	7.7879	7.4757			8.0661	6.858	7.0334	6.8826	8.0768	9.1724	7.3129	8.0821	7.7616	6.375	7.8455	7.9009	7.0553		7.6935	8.0875	7.8948	7.2095	7.5925	8.375	8.4919																																																																																																				
LDB1	9.4737	9.4838	10.007	9.3619	9.7482	9.3197	9.5314	9.817	9.2644	10.5118	10.1176		9.8439	10.3987	9.9629	10.5353	10.0755	9.4939	10.014	10.7855	9.1599	9.9513	9.4491	9.5372	10.7415	10.6221	10.2796	9.6935	9.8887	10.3587	10.1306	8.96	9.5831	9.7056	10.3718	8.7245	9.9901	10.062000000000001	9.972999999999999	10.3106	10.6609	9.6935	10.1874	10.1649	10.2831	10.1898	9.7296	9.2479	10.0224	10.4584	10.2336	10.0471	10.1573	10.2923	9.9944	10.5265	9.6092	10.9359	10.1674	10.2082	10.5078	9.5868	10.0126	10.1408	10.352	10.2107	9.2574	10.2854	10.2842	10.0875	10.4367	10.0647	10.3923	9.8595	9.6865	10.0861	9.9887	10.5746	10.2808	9.6366	9.5177	10.0941	9.7781	9.8439	9.9672	10.4707	9.69			9.4471	10.4858	9.6294	10.4543	10.332	10.9256	10.2923	10.0928	10.4009	9.4838	9.8781	10.4419	10.014		9.3174	9.683	10.2479	9.7632	10.1787	10.5594	10.0444																																																																																																				
LDB2	8.5546	7.0661	8.6724	7.8074	7.6795	7.7616	8.4051	7.9484	7.1085	9.6202	7.7279		8.2479	7.3923	7.4263	8.0768	7.7879	8.1241	8.0553	7.8138	7.2574	8.3264	8.3707	9.236	8.4136	8.3707	7.9307	6.8826	6.9189	6.6294	8.3219	7.0444	8.1898	7.6366	5.8329	7.1699	6.1497	8.3794	7.4346	8.3443	8.1396	7.7879	7.8642	7.7279	7.4512	8.1649	8.543	9.0498	8.1033	7.96	8.683	7.8202	9.2877	7.8517	7.5314	8.097999999999999	7.9307	8.2854	7.8887	8.4346	8.388	8.4346	8.0821	8.5038	8.1849	8.6366	8.0056	7.3038	7.0553	7.4429	8.0607	8.5157	8.5887	7.7415	7.8392	7.9715	7.3837	7.7004	8.3399	8.5962	8.0498	8.7944	7.9715	7.9773	7.098	8.683	7.5392			7.5078	7.1497	8.0444	8.0607	8.3219	7.9715	8.4346	7.858	8.3309	8.4717	8.6257	8.0768	6.7142		7.6935	8.5392	8.3707	7.4919	9.445	9.7682	8.2946																																																																																																				
LDHA	14.7766	14.1908	13.8816	14.1899	14.2651	15.065999999999999	15.0165	14.9146	15.3293	13.8825	14.8688		15.5275	14.1968	15.4673	14.0081	15.3089	15.0619	14.3691	14.2773	15.2829	15.5693	15.5878	15.2782	13.1202	14.3809	14.6893	14.2392	14.7797	15.1191	15.5055	14.6376	14.5167	14.7476	15.1819	16.2792	14.5451	14.5898	14.1076	15.0764	14.4153	15.5035	14.8993	14.390999999999998	15.3222	14.0283	14.7033	15.8279	14.6874	15.0251	14.6278	15.5888	14.4501	14.0177	14.6197	13.8555	14.8196	14.4348	14.2821	14.7939	15.2288	15.2457	14.7914	15.1903	15.0193	14.9669	14.9967	14.6192	14.6666	14.7147	14.3163	14.7865	13.6758	14.8109	15.4526	14.7788	14.4564	14.2727	14.6563	15.0165	14.8373	15.9409	14.4773	15.2075	14.5521	14.0751	14.4058			15.4984	14.634	15.1792	13.1315	14.5939	13.7349	14.4109	14.2164	13.8766	15.3649	14.7221	14.6384	14.6802		14.8285	15.1848	14.339	14.5625	14.7446	15.3453	14.9859																																																																																																				
LDLR	10.6573	11.7478	9.1523	11.0553	12.3359	10.4315	10.0334	11.5675	10.933	10.8486	10.8265		10.5353	10.1886	11.1636	11.0828	11.5689	10.4346	11.1098	11.4959	9.6795	10.6046	9.5058	11.2691	8.7279	11.0974	10.8337	11.2198	11.2107	12.4455	10.7624	11.8182	11.0841	11.3918	10.9054	10.8541	10.3163	10.4168	10.4939	10.9469	11.8057	9.7465	11.3987	10.1163	10.850999999999999	9.6724	10.982999999999999	10.0444	10.1948	11.4383	10.4828	10.9936	9.2143	10.7574	11.4507	11.2715	11.0934	10.9278	11.9625	9.7928	10.3772	10.5962	10.7773	10.4242	9.5353	9.9454	10.3287	11.4605	11.4645	10.9114	11.1904	11.6161	11.4747	11.6488	10.7074	10.5058	9.7211	10.7781	10.7748	11.4257	10.66	9.5887	11.4767	10.1472	11.0464	9.8138	10.4858			10.2384	11.9407	11.2479	10.3826	10.8009	9.4094	9.3129	11.0161	9.7532	9.3729	10.5265	8.4512	10.6411		10.812999999999999	10.8041	11.1131	9.7499	10.2562	8.4676	10.744000000000002																																																																																																				
LEF1	7.9189	6.6294	8.5887	7.0112	7.9366	7.2946	7.5078	6.8329	6.1699	9.0251	7.8329		9.2597	7.1396	7.9189	10.3587	7.9887	7.6073	8.5546	7.8138	8.5469	8.2761	7.9009	8.3966	10.4189	8.982999999999999	8.7482	7.0553	8.1649	8.2574	8.4919	7.9944	8.29	7.4346	9.3421	7.7347	7.4919	8.4635	8.3083	8.4512	10.6055	7.2761	8.7313	7.9307	9.0084	10.2131	7.3309	7.1799	7.4998	7.4346	8.5699	7.7814	8.9099	7.9773	7.96	9.9129	8.4051	9.1293	6.9658	8.1948	7.5469	5.8074	6.9189	7.6221	7.5925	7.1799	7.3219	7.375	8.3219	7.8455	8.5469	8.3663	9.1447	8.2854	8.4512	7.5236	7.2761	8.6618	9.3597	7.098	7.8765	6.6439	9.0362	8.3837	8.5118	8.4676	7.5925			6.7682	7.8642	7.2761	7.4757	8.5469	9.825	8.097999999999999	8.1396	8.6475	8.2574	9.1163	7.7004	7.1599		9.29	6.3923	8.9744	7.4919	8.5392	8.7649	8.375																																																																																																				
LGALS3BP	13.0095	13.5124	12.7645	12.2874	12.3818	12.8803	12.5006	12.8757	12.2261	12.5459	14.7286		11.5594	13.227	13.8035	12.795	13.5784	12.8441	13.405	13.8295	12.1712	12.2249	11.4189	11.6834	12.4561	12.8988	14.533	12.4057	13.1372	12.7867	13.1731	12.7026	13.1254	13.4449	12.4102	12.2402	13.4746	11.8431	12.6078	13.1442	13.315999999999999	11.8933	13.207	12.9694	12.9086	12.4709	11.8731	11.3977	11.1039	12.9246	13.0517	12.2336	11.3259	13.0972	13.3046	13.050999999999998	12.7234	12.8152	12.1228	11.3044	12.2366	11.5206	11.0348	12.7634	12.9317	11.8903	11.1	12.5746	11.93	13.4715	13.6106	13.0239	12.8404	13.2769	12.8453	12.3534	13.127	13.222000000000001	12.5226	11.2767	11.3723	11.5483	13.1077	11.7777	13.5282	12.4453	12.6784			12.3955	13.4814	12.6179	14.2693	12.7211	12.69	12.3559	12.8459	13.1505	12.1319	12.2863	11.8529	13.5036		12.4729	11.6974	12.0761	12.7334	12.3826	11.446	12.452																																																																																																				
LGMN	10.7657	10.3151	11.3326	10.8431	11.7532	10.9564	10.5565	10.9352	10.021	10.8431	11.8154		10.4336	11.0553	11.5732	9.9527	10.66	10.6073	10.5078	10.4419	10.446	9.1548	10.6284	11.2917	10.5008	10.5934	11.875	11.3354	11.7985	11.0007	11.2021	10.9837	11.3021	10.4767	10.982999999999999	10.4888	10.8626	11.1222	9.8826	10.7591	10.9643	10.1434	10.6715	10.6944	10.4969	11.0881	10.4979	10.8376	9.9337	10.4898	11.1466	11.1529	10.716	11.3891	11.4767	11.6515	10.9069	11.2174	10.6698	10.314	11.2992	11.8361	10.6101	11.2744	11.007	11.0875	10.8704	10.933	10.5943	11.937000000000001	10.8903	10.7065	11.6843	11.332	11.7694	10.5925	10.3387	11.3783	10.7048	11.1261	11.0334	10.9462	11.5675	11.9285	10.9894	9.8502	9.9787			10.1228	11.4843	11.0815	10.9263	10.4273	10.2912	10.8834	10.5943	11.117	10.9556	11.2252	12.5105	10.9476		10.1687	10.8887	10.7356	10.3015	11.380999999999998	10.375	10.5915																																																																																																				
